Episode,Reward,Length,Success_Rate,Epsilon,Loss
240,-16.9,21,10.0,0.9522819999999924,1.4945406913757324
241,-186.49999999999983,100,5.0,0.9520839999999924,1.1085875034332275
242,14.9,2,25.0,0.9518859999999923,1.5114933252334595
243,-74.20000000000002,55,20.0,0.9516879999999923,1.3877049684524536
244,8.2,20,15.0,0.9514899999999923,1.2231730222702026
245,-0.29999999999999893,7,35.0,0.9512919999999923,1.3669482469558716
246,-63.900000000000034,50,0.0,0.9510939999999922,1.4013266563415527
247,-35.7,13,5.0,0.9508959999999922,0.862754762172699
248,-0.3999999999999986,8,15.0,0.9506979999999922,1.5018666982650757
249,-15.1,3,5.0,0.9504999999999921,1.5633348226547241
250,-36.400000000000006,20,10.0,0.9503019999999921,1.266860008239746
251,-15.0,2,10.0,0.9501039999999921,1.4923639297485352
252,-52.20000000000002,31,25.0,0.949905999999992,1.2836647033691406
253,-125.19999999999993,75,10.0,0.949707999999992,1.5387532711029053
254,-27.20000000000001,31,25.0,0.949509999999992,1.8227540254592896
255,4.699999999999999,6,15.0,0.9493119999999919,1.5767874717712402
256,14.7,4,10.0,0.9491139999999919,1.528588891029358
257,-30.9,14,15.0,0.9489159999999919,1.0181368589401245
258,-35.2,8,10.0,0.9487179999999918,1.6260013580322266
259,-15.2,4,10.0,0.9485199999999918,1.1626813411712646
260,-15.0,2,20.0,0.9483219999999918,1.2883634567260742
261,-41.60000000000001,23,10.0,0.9481239999999918,1.4206920862197876
262,-10.9,10,25.0,0.9479259999999917,1.4097900390625
263,8.8,14,15.0,0.9477279999999917,1.2289466857910156
264,-10.1,2,15.0,0.9475299999999917,1.6077940464019775
265,-113.09999999999997,57,25.0,0.9473319999999916,1.608941674232483
266,-10.800000000000004,14,15.0,0.9471339999999916,1.9047110080718994
267,-45.800000000000004,16,20.0,0.9469359999999916,1.287416934967041
268,-31.50000000000001,20,10.0,0.9467379999999915,1.4481301307678223
269,-30.9,19,5.0,0.9465399999999915,2.254441499710083
270,-41.7,24,20.0,0.9463419999999915,1.619210124015808
271,-129.79999999999978,77,5.0,0.9461439999999914,1.1578056812286377
272,-47.90000000000003,37,10.0,0.9459459999999914,1.181308627128601
273,-6.1000000000000085,16,15.0,0.9457479999999914,2.034727096557617
274,-15.700000000000003,14,30.0,0.9455499999999913,1.1098791360855103
275,15.0,1,10.0,0.9453519999999913,1.546015977859497
276,4.500000000000002,8,35.0,0.9451539999999913,1.0741528272628784
277,-10.3,4,10.0,0.9449559999999912,1.165374994277954
278,-15.599999999999998,8,10.0,0.9447579999999912,1.651194453239441
279,9.9,3,15.0,0.9445599999999912,1.7155216932296753
280,-10.0,1,5.0,0.9443619999999912,1.5619724988937378
281,-20.5,8,15.0,0.9441639999999911,1.1790677309036255
282,-15.299999999999999,5,5.0,0.9439659999999911,1.2353241443634033
283,-39.20000000000004,53,10.0,0.9437679999999911,1.627396583557129
284,-51.80000000000001,27,25.0,0.943569999999991,1.3011348247528076
285,14.8,3,10.0,0.943371999999991,1.9058455228805542
286,-64.99999999999997,66,10.0,0.943173999999991,1.2816112041473389
287,4.800000000000001,5,20.0,0.9429759999999909,1.895832896232605
288,-68.30000000000004,45,10.0,0.9427779999999909,1.6102032661437988
289,3.2000000000000046,21,0.0,0.9425799999999909,1.790043592453003
290,-25.9,13,15.0,0.9423819999999908,1.1948555707931519
291,-56.100000000000016,21,5.0,0.9421839999999908,2.138716220855713
292,-30.80000000000001,18,10.0,0.9419859999999908,2.0342159271240234
293,-1.0999999999999979,15,15.0,0.9417879999999907,1.1801550388336182
294,-0.7999999999999972,12,20.0,0.9415899999999907,1.0345603227615356
295,-36.10000000000001,17,0.0,0.9413919999999907,1.3697056770324707
296,-6.0,15,25.0,0.9411939999999906,1.2057451009750366
297,-10.9,10,25.0,0.9409959999999906,1.5140652656555176
298,-20.2,5,5.0,0.9407979999999906,1.307306170463562
299,-40.90000000000001,16,15.0,0.9405999999999906,1.550883412361145
300,-30.900000000000002,14,15.0,0.9404019999999905,1.6049038171768188
301,-10.0,1,10.0,0.9402039999999905,1.2163046598434448
302,-16.80000000000002,25,15.0,0.9400059999999905,1.6063694953918457
303,-15.499999999999998,7,10.0,0.9398079999999904,1.6994454860687256
304,15.0,1,5.0,0.9396099999999904,2.4311435222625732
305,-10.2,3,15.0,0.9394119999999904,1.3915069103240967
306,-15.599999999999998,8,15.0,0.9392139999999903,1.2564064264297485
307,-20.5,8,10.0,0.9390159999999903,1.4886183738708496
308,15.0,1,20.0,0.9388179999999903,1.6910005807876587
309,15.0,1,15.0,0.9386199999999902,1.384138822555542
310,-0.7999999999999972,12,20.0,0.9384219999999902,1.1961910724639893
311,-160.4999999999998,85,15.0,0.9382239999999902,1.6145343780517578
312,-89.6,62,35.0,0.9380259999999901,1.093989610671997
313,9.8,4,15.0,0.9378279999999901,1.2231625318527222
314,-72.09999999999994,39,20.0,0.9376299999999901,1.5580899715423584
315,-20.0,3,20.0,0.93743199999999,1.0272915363311768
316,15.0,1,10.0,0.93723399999999,1.3801792860031128
317,-20.799999999999997,11,20.0,0.93703599999999,1.530892252922058
318,-20.900000000000006,17,35.0,0.93683799999999,0.9814329147338867
319,-1.600000000000005,20,25.0,0.9366399999999899,1.817996621131897
320,5.0,3,15.0,0.9364419999999899,1.9113500118255615
321,-99.7999999999999,71,10.0,0.9362439999999899,1.0158463716506958
322,-25.299999999999997,7,20.0,0.9360459999999898,1.1052592992782593
323,4.600000000000001,7,25.0,0.9358479999999898,1.5153447389602661
324,-25.7,11,10.0,0.9356499999999898,1.017661452293396
325,-26.3,17,25.0,0.9354519999999897,1.0329561233520508
326,-82.30000000000001,38,10.0,0.9352539999999897,1.1573982238769531
327,-57.80000000000002,38,20.0,0.9350559999999897,1.3193849325180054
328,-15.8,10,20.0,0.9348579999999896,1.84317147731781
329,14.7,4,20.0,0.9346599999999896,1.8949412107467651
330,-15.899999999999999,16,10.0,0.9344619999999896,1.3668500185012817
331,15.0,1,15.0,0.9342639999999895,1.4424092769622803
332,15.0,1,30.0,0.9340659999999895,1.483964443206787
333,14.9,2,15.0,0.9338679999999895,1.0847522020339966
334,-15.399999999999999,6,15.0,0.9336699999999895,1.1242873668670654
335,-26.199999999999996,16,15.0,0.9334719999999894,1.2738096714019775
336,-25.7,11,10.0,0.9332739999999894,1.2678030729293823
337,-20.299999999999997,6,15.0,0.9330759999999894,0.986337423324585
338,-72.00000000000003,33,20.0,0.9328779999999893,1.5177574157714844
339,-11.600000000000005,22,10.0,0.9326799999999893,1.7629890441894531
340,-21.199999999999996,15,10.0,0.9324819999999893,1.5535451173782349
341,-10.0,1,20.0,0.9322839999999892,1.3258485794067383
342,-10.5,6,15.0,0.9320859999999892,1.4292351007461548
343,4.5,8,25.0,0.9318879999999892,1.8169734477996826
344,-30.2,7,10.0,0.9316899999999891,1.391347885131836
345,-137.59999999999997,52,5.0,0.9314919999999891,1.3902077674865723
346,-10.2,3,20.0,0.9312939999999891,1.309233546257019
347,-16.1,18,15.0,0.931095999999989,1.320432424545288
348,-20.2,5,10.0,0.930897999999989,1.2068052291870117
349,-30.900000000000006,14,20.0,0.930699999999989,1.4213367700576782
350,-35.800000000000004,19,20.0,0.930501999999989,1.6906181573867798
351,5.0,3,10.0,0.9303039999999889,1.3888003826141357
352,-68.29999999999994,50,15.0,0.9301059999999889,1.4572244882583618
353,-10.0,1,20.0,0.9299079999999889,1.0635093450546265
354,-20.799999999999997,11,20.0,0.9297099999999888,1.6901570558547974
355,-5.5,10,15.0,0.9295119999999888,1.1053731441497803
356,14.8,3,10.0,0.9293139999999888,1.2742189168930054
357,-15.0,2,5.0,0.9291159999999887,1.1670937538146973
358,-3.099999999999987,35,25.0,0.9289179999999887,1.4568723440170288
359,-41.900000000000006,26,10.0,0.9287199999999887,1.7816201448440552
360,-56.40000000000002,24,10.0,0.9285219999999886,1.0735628604888916
361,-51.30000000000001,27,15.0,0.9283239999999886,1.7382818460464478
362,-83.20000000000002,47,15.0,0.9281259999999886,1.3303558826446533
363,-15.799999999999997,10,5.0,0.9279279999999885,1.674320101737976
364,-56.800000000000004,28,5.0,0.9277299999999885,1.7447452545166016
365,14.9,2,5.0,0.9275319999999885,1.00956392288208
366,-11.2,13,25.0,0.9273339999999884,1.4049044847488403
367,14.8,3,10.0,0.9271359999999884,1.0181771516799927
368,15.0,1,5.0,0.9269379999999884,1.243704080581665
369,-41.70000000000002,29,35.0,0.9267399999999884,1.235169768333435
370,9.9,3,0.0,0.9265419999999883,0.9692177772521973
371,-0.1999999999999993,6,10.0,0.9263439999999883,1.2351728677749634
372,-10.3,4,5.0,0.9261459999999883,0.7482489943504333
373,15.0,1,25.0,0.9259479999999882,1.4076850414276123
374,-52.40000000000003,33,5.0,0.9257499999999882,1.6895039081573486
375,-52.300000000000026,32,20.0,0.9255519999999882,1.4164797067642212
376,-10.3,4,10.0,0.9253539999999881,1.5978327989578247
377,-27.000000000000014,29,15.0,0.9251559999999881,1.331651210784912
378,4.300000000000001,10,15.0,0.9249579999999881,1.370365858078003
379,-134.1999999999999,72,20.0,0.924759999999988,1.1023095846176147
380,-46.0,18,15.0,0.924561999999988,1.192124605178833
381,-10.899999999999999,15,5.0,0.924363999999988,1.447227954864502
382,14.9,2,20.0,0.9241659999999879,1.533954381942749
383,-16.099999999999998,18,5.0,0.9239679999999879,0.8281709551811218
384,-15.5,7,25.0,0.9237699999999879,1.4336767196655273
385,-32.50000000000003,35,20.0,0.9235719999999878,1.4190350770950317
386,-26.0,14,20.0,0.9233739999999878,1.189073920249939
387,-5.900000000000006,14,10.0,0.9231759999999878,1.2780905961990356
388,-40.400000000000006,11,0.0,0.9229779999999878,0.9907656908035278
389,9.9,3,20.0,0.9227799999999877,1.2182248830795288
390,-30.700000000000003,12,20.0,0.9225819999999877,1.0306087732315063
391,9.700000000000001,5,15.0,0.9223839999999877,1.0623116493225098
392,-10.0,1,20.0,0.9221859999999876,1.535569429397583
393,-10.0,1,20.0,0.9219879999999876,0.903079628944397
394,-49.099999999999994,54,15.0,0.9217899999999876,1.145039439201355
395,-41.600000000000016,28,5.0,0.9215919999999875,1.049263834953308
396,4.500000000000002,8,20.0,0.9213939999999875,0.7809205651283264
397,-15.1,3,15.0,0.9211959999999875,1.32719087600708
398,-15.7,9,25.0,0.9209979999999874,0.6150295734405518
399,-10.3,4,20.0,0.9207999999999874,0.9491426944732666
400,-15.0,2,10.0,0.9206019999999874,1.2488722801208496
401,-30.5,10,15.0,0.9204039999999873,1.28047776222229
402,-15.0,2,10.0,0.9202059999999873,1.0099706649780273
403,-10.3,4,15.0,0.9200079999999873,0.8633666634559631
404,-42.80000000000002,40,10.0,0.9198099999999872,1.2152010202407837
405,-31.400000000000002,19,5.0,0.9196119999999872,1.6050928831100464
406,-20.5,8,25.0,0.9194139999999872,0.7095950841903687
407,4.800000000000001,5,30.0,0.9192159999999872,1.045371651649475
408,-26.099999999999998,15,25.0,0.9190179999999871,1.862442135810852
409,-45.50000000000001,13,20.0,0.9188199999999871,1.047082543373108
410,-42.10000000000002,33,25.0,0.9186219999999871,1.0857393741607666
411,-147.1999999999998,100,10.0,0.918423999999987,1.26149582862854
412,-31.2,17,15.0,0.918225999999987,1.049959421157837
413,8.900000000000002,13,15.0,0.918027999999987,1.3029496669769287
414,-21.199999999999996,15,20.0,0.9178299999999869,1.0524262189865112
415,-10.2,3,20.0,0.9176319999999869,1.0203582048416138
416,-10.0,1,25.0,0.9174339999999869,1.348669409751892
417,-10.2,3,25.0,0.9172359999999868,1.527438998222351
418,-10.0,1,10.0,0.9170379999999868,0.8548429608345032
419,-16.4,16,15.0,0.9168399999999868,0.9720032215118408
420,-10.2,3,15.0,0.9166419999999867,0.9994927048683167
421,14.9,2,0.0,0.9164439999999867,0.8601387143135071
422,4.500000000000002,8,10.0,0.9162459999999867,1.030881643295288
423,4.000000000000002,13,5.0,0.9160479999999867,0.9785975217819214
424,14.9,2,30.0,0.9158499999999866,0.9827148914337158
425,-67.20000000000002,34,5.0,0.9156519999999866,1.6651877164840698
426,-15.0,2,25.0,0.9154539999999866,1.186385154724121
427,10.0,2,5.0,0.9152559999999865,1.061786413192749
428,15.0,1,10.0,0.9150579999999865,1.2971994876861572
429,-17.299999999999997,30,15.0,0.9148599999999865,0.6654941439628601
430,4.300000000000001,10,15.0,0.9146619999999864,1.512070894241333
431,9.8,4,25.0,0.9144639999999864,1.3384602069854736
432,-31.800000000000008,23,25.0,0.9142659999999864,1.0861408710479736
433,-46.40000000000002,22,15.0,0.9140679999999863,0.9092664122581482
434,-15.2,4,10.0,0.9138699999999863,0.9524786472320557
435,-47.800000000000026,41,25.0,0.9136719999999863,0.970467209815979
436,14.2,9,30.0,0.9134739999999862,0.8194921016693115
437,-0.8999999999999986,13,15.0,0.9132759999999862,0.8739998936653137
438,9.9,3,15.0,0.9130779999999862,0.8581644892692566
439,-10.2,3,30.0,0.9128799999999861,0.8231468796730042
440,-10.1,2,20.0,0.9126819999999861,0.91746985912323
441,10.0,2,5.0,0.9124839999999861,0.7574899792671204
442,15.0,1,30.0,0.912285999999986,0.5812497138977051
443,13.9,12,20.0,0.912087999999986,1.1822768449783325
444,-10.1,2,5.0,0.911889999999986,1.419386625289917
445,14.7,4,15.0,0.911691999999986,1.010623574256897
446,-31.099999999999998,16,10.0,0.9114939999999859,1.0007059574127197
447,-30.900000000000002,14,15.0,0.9112959999999859,1.5765460729599
448,-74.29999999999995,61,20.0,0.9110979999999859,1.1864039897918701
449,14.8,3,0.0,0.9108999999999858,0.9365423917770386
450,-25.6,10,10.0,0.9107019999999858,1.1021485328674316
451,-67.30000000000001,35,10.0,0.9105039999999858,1.6010552644729614
452,-104.89999999999992,73,25.0,0.9103059999999857,1.002600073814392
453,9.600000000000001,6,35.0,0.9101079999999857,0.9780675172805786
454,14.9,2,25.0,0.9099099999999857,1.585089921951294
455,-30.3,8,30.0,0.9097119999999856,0.8796798586845398
456,-31.399999999999995,19,20.0,0.9095139999999856,0.9602930545806885
457,-141.99999999999994,47,25.0,0.9093159999999856,0.9815145134925842
458,14.7,4,20.0,0.9091179999999855,1.073940634727478
459,-32.100000000000016,31,20.0,0.9089199999999855,1.2030854225158691
460,-7.199999999999999,27,30.0,0.9087219999999855,1.0026559829711914
461,-15.2,4,20.0,0.9085239999999855,1.264034628868103
462,-17.400000000000006,31,25.0,0.9083259999999854,1.1597808599472046
463,-85.09999999999988,71,10.0,0.9081279999999854,1.235952615737915
464,-74.70000000000005,60,20.0,0.9079299999999854,1.275551438331604
465,-10.7,8,25.0,0.9077319999999853,1.4885345697402954
466,-59.599999999999994,61,10.0,0.9075339999999853,1.023512840270996
467,-123.99999999999984,63,25.0,0.9073359999999853,0.7336434721946716
468,-10.0,1,40.0,0.9071379999999852,1.2780177593231201
469,-10.2,3,25.0,0.9069399999999852,1.1890697479248047
470,-11.300000000000008,19,15.0,0.9067419999999852,1.3119961023330688
471,3.8000000000000025,15,15.0,0.9065439999999851,1.0887020826339722
472,15.0,1,20.0,0.9063459999999851,1.3439913988113403
473,-15.299999999999999,5,5.0,0.9061479999999851,0.8699889779090881
